Index,CTE,p_error,d_error,i_error,steering_output
530,0.0307,0.004605,-0.13524,0.0772119,-0.0534231
531,-0.0622,-0.00933,-0.19509,0.0771497,-0.12727
532,-0.1483,-0.022245,-0.18081,0.0770014,-0.126054
533,-0.1638,-0.02457,-0.03255,0.0768376,0.0197176
534,-0.0772,-0.01158,0.18186,0.0767604,0.24704
535,0.0043,0.000645,0.17115,0.0767647,0.24856
536,0.1176,0.01764,0.23793,0.0768823,0.332452
537,0.1841,0.027615,0.13965,0.0770664,0.244331
538,0.264,0.0396,0.16779,0.0773304,0.28472
539,0.3207,0.048105,0.11907,0.0776511,0.244826
540,0.3448,0.05172,0.05061,0.0779959,0.180326
541,0.3598,0.05397,0.0315,0.0783557,0.163826
542,0.3518,0.05277,-0.0168,0.0787075,0.114678
543,0.3346,0.05019,-0.03612,0.0790421,0.0931121
544,0.2937,0.044055,-0.08589,0.0793358,0.0375008
545,0.2367,0.035505,-0.1197,0.0795725,-0.0046225
546,0.1917,0.028755,-0.0945,0.0797642,0.0140192
547,0.1178,0.01767,-0.15519,0.079882,-0.057638
548,0.0648,0.00972,-0.1113,0.0799468,-0.0216332
549,-0.0231,-0.003465,-0.18459,0.0799237,-0.108131
550,-0.0421,-0.006315,-0.0399,0.0798816,0.0336666
551,-0.0411,-0.006165,0.0021,0.0798405,0.0757755
552,-0.04,-0.006,0.00231,0.0798005,0.0761105
553,-0.0414,-0.00621,-0.00294,0.0797591,0.0706091
554,-0.0477,-0.007155,-0.01323,0.0797114,0.0593264
555,-0.0549,-0.008235,-0.01512,0.0796565,0.0563015
556,-0.0696,-0.01044,-0.03087,0.0795869,0.0382769
557,-0.0891,-0.013365,-0.04095,0.0794978,0.0251828
558,-0.1044,-0.01566,-0.03213,0.0793934,0.0316034
559,-0.1299,-0.019485,-0.05355,0.0792635,0.0062285
560,-0.1451,-0.021765,-0.03192,0.0791184,0.0254334
561,-0.0835,-0.012525,0.12936,0.0790349,0.19587
562,0.0154,0.00231,0.20769,0.0790503,0.28905
563,0.0767,0.011505,0.12873,0.079127,0.219362
564,0.1512,0.02268,0.15645,0.0792782,0.258408
565,0.189,0.02835,0.07938,0.0794672,0.187197
566,0.2262,0.03393,0.07812,0.0796934,0.191743
567,0.2411,0.036165,0.03129,0.0799345,0.14739
568,0.239,0.03585,-0.00441,0.0801735,0.111614
569,0.219,0.03285,-0.042,0.0803925,0.0712425
570,0.1954,0.02931,-0.04956,0.0805879,0.0603379
571,0.1476,0.02214,-0.10038,0.0807355,0.0024955
572,0.0867,0.013005,-0.12789,0.0808222,-0.0340628
573,0.0408,0.00612,-0.09639,0.080863,-0.009407
574,-0.032,-0.0048,-0.15288,0.080831,-0.076849
575,-0.1082,-0.01623,-0.16002,0.0807228,-0.0955272
576,-0.159,-0.02385,-0.10668,0.0805638,-0.0499662
577,-0.2314,-0.03471,-0.15204,0.0803324,-0.106418
578,-0.277,-0.04155,-0.09576,0.0800554,-0.0572546
579,-0.3389,-0.050835,-0.12999,0.0797165,-0.101108
580,-0.393,-0.05895,-0.11361,0.0793235,-0.0932365
581,-0.4239,-0.063585,-0.06489,0.0788996,-0.0495754
582,-0.4495,-0.067425,-0.05376,0.0784501,-0.0427349
583,-0.417,-0.06255,0.06825,0.0780331,0.0837331
584,-0.3417,-0.051255,0.15813,0.0776914,0.184566
585,-0.2893,-0.043395,0.11004,0.0774021,0.144047
586,-0.2165,-0.032475,0.15288,0.0771856,0.197591
587,-0.1523,-0.022845,0.13482,0.0770333,0.189008
588,-0.1162,-0.01743,0.07581,0.0769171,0.135297
589,-0.0744,-0.01116,0.08778,0.0768427,0.153463
590,-0.0468,-0.00702,0.05796,0.0767959,0.127736
591,-0.0365,-0.005475,0.02163,0.0767594,0.0929144
592,-0.0333,-0.004995,0.00672,0.0767261,0.0784511
593,-0.0437,-0.006555,-0.02184,0.0766824,0.0482874
594,-0.0574,-0.00861,-0.02877,0.076625,0.039245
595,-0.0864,-0.01296,-0.0609,0.0765386,0.0026786
596,-0.1241,-0.018615,-0.07917,0.0764145,-0.0213705
597,-0.1522,-0.02283,-0.05901,0.0762623,-0.0055777
598,-0.1584,-0.02376,-0.01302,0.0761039,0.0393239
599,-0.1339,-0.020085,0.05145,0.07597,0.107335
600,-0.0982,-0.01473,0.07497,0.0758718,0.136112
601,-0.07,-0.0105,0.05922,0.0758018,0.124522
602,-0.0572,-0.00858,0.02688,0.0757446,0.0940446
603,-0.0479,-0.007185,0.01953,0.0756967,0.0880417
604,-0.0479,-0.007185,0,0.0756488,0.0684638
605,-0.0567,-0.008505,-0.01848,0.0755921,0.0486071
606,-0.0681,-0.010215,-0.02394,0.075524,0.041369
607,-0.0919,-0.013785,-0.04998,0.0754321,0.0116671
608,-0.1232,-0.01848,-0.06573,0.0753089,-0.0089011
609,-0.1471,-0.022065,-0.05019,0.0751618,0.0029068
610,-0.1855,-0.027825,-0.08064,0.0749763,-0.0334887
611,-0.2124,-0.03186,-0.05649,0.0747639,-0.0135861
612,-0.2525,-0.037875,-0.08421,0.0745114,-0.0475736
613,-0.2919,-0.043785,-0.08274,0.0742195,-0.0523055
614,-0.3167,-0.047505,-0.05208,0.0739028,-0.0256822
615,-0.35,-0.0525,-0.06993,0.0735528,-0.0488772
616,-0.3697,-0.055455,-0.04137,0.0731831,-0.0236419
617,-0.3944,-0.05916,-0.05187,0.0727887,-0.0382413
618,-0.4077,-0.061155,-0.02793,0.072381,-0.016704
619,-0.4225,-0.063375,-0.03108,0.0719585,-0.0224965
620,-0.4313,-0.064695,-0.01848,0.0715272,-0.0116478
621,-0.4326,-0.06489,-0.00273,0.0710946,0.0034746
622,-0.4137,-0.062055,0.03969,0.0706809,0.0483159
623,-0.3364,-0.05046,0.16233,0.0703445,0.182215
624,-0.2822,-0.04233,0.11382,0.0700623,0.141552
625,-0.2063,-0.030945,0.15939,0.069856,0.198301
626,-0.1613,-0.024195,0.0945,0.0696947,0.14
627,-0.1057,-0.015855,0.11676,0.069589,0.170494
628,-0.0767,-0.011505,0.0609,0.0695123,0.118907
629,-0.0466,-0.00699,0.06321,0.0694657,0.125686
630,-0.0352,-0.00528,0.02394,0.0694305,0.0880905
631,-0.031,-0.00465,0.00882,0.0693995,0.0735695
632,-0.0413,-0.006195,-0.02163,0.0693582,0.0415332
633,-0.0554,-0.00831,-0.02961,0.0693028,0.0313828
634,-0.0854,-0.01281,-0.063,0.0692174,-0.0065926
635,-0.1244,-0.01866,-0.0819,0.069093,-0.031467
636,-0.154,-0.0231,-0.06216,0.068939,-0.016321
637,-0.2005,-0.030075,-0.09765,0.0687385,-0.0589865
638,-0.2325,-0.034875,-0.0672,0.068506,-0.033569
639,-0.279,-0.04185,-0.09765,0.068227,-0.071273
640,-0.3087,-0.046305,-0.06237,0.0679183,-0.0407567
641,-0.3488,-0.05232,-0.08421,0.0675695,-0.0689605
642,-0.3833,-0.057495,-0.07245,0.0671862,-0.0627588
643,-0.4024,-0.06036,-0.04011,0.0667838,-0.0336862
644,-0.424,-0.0636,-0.04536,0.0663598,-0.0426002
645,-0.434,-0.0651,-0.021,0.0659258,-0.0201742
646,-0.442,-0.0663,-0.0168,0.0654838,-0.0176162
647,-0.4424,-0.06636,-0.00084,0.0650414,-0.0021586
648,-0.4387,-0.065805,0.00777,0.0646027,0.0065677
649,-0.4279,-0.064185,0.02268,0.0641748,0.0226698
650,-0.4117,-0.061755,0.03402,0.0637631,0.0360281
651,-0.3986,-0.05979,0.02751,0.0633645,0.0310845
652,-0.3769,-0.056535,0.04557,0.0629876,0.0520226
653,-0.3614,-0.05421,0.03255,0.0626262,0.0409662
654,-0.3381,-0.050715,0.04893,0.0622881,0.0605031
655,-0.3118,-0.04677,0.05523,0.0619763,0.0704363
656,-0.5197,-0.077955,-0.43659,0.0614566,-0.453088
657,-0.5227,-0.078405,-0.0063,0.0609339,-0.0237711
658,0.3323,0.049845,1.7955,0.0612662,1.90661
659,0.1735,0.026025,-0.33348,0.0614397,-0.246015
660,0.2634,0.03951,0.18879,0.0617031,0.290003
661,0.4266,0.06399,0.34272,0.0621297,0.46884
662,0.5369,0.080535,0.23163,0.0626666,0.374832
663,0.6793,0.101895,0.29904,0.0633459,0.464281
664,0.7557,0.113355,0.16044,0.0641016,0.337897
665,0.8351,0.125265,0.16674,0.0649367,0.356942
666,0.8646,0.12969,0.06195,0.0658013,0.257441
667,0.8735,0.131025,0.01869,0.0666748,0.21639
668,0.857,0.12855,-0.03465,0.0675318,0.161432
669,0.8021,0.120315,-0.11529,0.0683339,0.0733589
670,0.7144,0.10716,-0.18417,0.0690483,-0.0079617
671,0.6412,0.09618,-0.15372,0.0696895,0.0121495
672,0.5172,0.07758,-0.2604,0.0702067,-0.112613
673,0.4266,0.06399,-0.19026,0.0706333,-0.0556367
674,0.2871,0.043065,-0.29295,0.0709204,-0.178965
675,0.1455,0.021825,-0.29736,0.0710659,-0.204469
676,0.0536,0.00804,-0.19299,0.0711195,-0.11383
677,-0.0733,-0.010995,-0.26649,0.0710462,-0.206439
678,-0.1511,-0.022665,-0.16338,0.0708951,-0.11515
679,-0.2533,-0.037995,-0.21462,0.0706418,-0.181973
680,-0.3383,-0.050745,-0.1785,0.0703035,-0.158941
681,-0.3844,-0.05766,-0.09681,0.0699191,-0.0845509
682,-0.4356,-0.06534,-0.10752,0.0694835,-0.103376
683,-0.459,-0.06885,-0.04914,0.0690245,-0.0489655
684,-0.4785,-0.071775,-0.04095,0.068546,-0.044179
685,-0.481,-0.07215,-0.00525,0.068065,-0.009335
686,-0.4743,-0.071145,0.01407,0.0675907,0.0105157
687,-0.4539,-0.068085,0.04284,0.0671368,0.0418918
688,-0.4234,-0.06351,0.06405,0.0667134,0.0672534
689,-0.3991,-0.059865,0.05103,0.0663143,0.0574793
690,-0.3598,-0.05397,0.08253,0.0659545,0.0945145
691,-0.3324,-0.04986,0.05754,0.0656221,0.0733021
692,-0.2923,-0.043845,0.08421,0.0653298,0.105695
693,-0.2669,-0.040035,0.05334,0.0650629,0.0783679
694,-0.2327,-0.034905,0.07182,0.0648302,0.101745
695,-0.2039,-0.030585,0.06048,0.0646263,0.0945213
696,-0.1884,-0.02826,0.03255,0.0644379,0.0687279
697,-0.1718,-0.02577,0.03486,0.0642661,0.0733561
698,-0.1626,-0.02439,0.01932,0.0641035,0.0590335
699,-0.1607,-0.024105,0.00399,0.0639428,0.0438278
700,-0.1639,-0.024585,-0.00672,0.0637789,0.0324739
701,-0.1696,-0.02544,-0.01197,0.0636093,0.0261993
702,-0.1828,-0.02742,-0.02772,0.0634265,0.0082865
703,-0.1943,-0.029145,-0.02415,0.0632322,0.0099372
704,-0.2143,-0.032145,-0.042,0.0630179,-0.0111271
705,-0.2367,-0.035505,-0.04704,0.0627812,-0.0197638
706,-0.2523,-0.037845,-0.03276,0.0625289,-0.0080761
707,-0.2752,-0.04128,-0.04809,0.0622537,-0.0271163
708,-0.29,-0.0435,-0.03108,0.0619637,-0.0126163
709,-0.3102,-0.04653,-0.04242,0.0616535,-0.0272965
710,-0.3222,-0.04833,-0.0252,0.0613313,-0.0121987
711,-0.3373,-0.050595,-0.03171,0.060994,-0.021311
712,-0.3487,-0.052305,-0.02394,0.0606453,-0.0155997
713,-0.354,-0.0531,-0.01113,0.0602913,-0.0039387
714,-0.3585,-0.053775,-0.00945,0.0599328,-0.0032922
715,-0.3592,-0.05388,-0.00147,0.0595736,0.0042236
716,-0.357,-0.05355,0.00462,0.0592166,0.0102866
717,-0.3515,-0.052725,0.01155,0.0588651,0.0176901
718,-0.3461,-0.051915,0.01134,0.058519,0.017944
719,-0.336,-0.0504,0.02121,0.058183,0.028993
720,-0.3283,-0.049245,0.01617,0.0578547,0.0247797
721,-0.3158,-0.04737,0.02625,0.0575389,0.0364189
722,-0.307,-0.04605,0.01848,0.0572319,0.0296619
723,-0.294,-0.0441,0.0273,0.0569379,0.0401379
724,-0.2813,-0.042195,0.02667,0.0566566,0.0411316
725,-0.2734,-0.04101,0.01659,0.0563832,0.0319632
726,-0.2628,-0.03942,0.02226,0.0561204,0.0389604
727,-0.2567,-0.038505,0.01281,0.0558637,0.0301687
728,-0.2492,-0.03738,0.01575,0.0556145,0.0339845
729,-0.2437,-0.036555,0.01155,0.0553708,0.0303658
730,-0.2411,-0.036165,0.00546,0.0551297,0.0244247
731,-0.239,-0.03585,0.00441,0.0548907,0.0234507
732,-0.2387,-0.035805,0.00063,0.054652,0.019477
733,-0.2394,-0.03591,-0.00147,0.0544126,0.0170326
734,-0.2416,-0.03624,-0.00462,0.054171,0.013311
735,-0.2437,-0.036555,-0.00441,0.0539273,0.0129623
736,-0.2474,-0.03711,-0.00777,0.0536799,0.0087999
737,-0.2516,-0.03774,-0.00882,0.0534283,0.0068683
738,-0.2545,-0.038175,-0.00609,0.0531738,0.0089088
739,-0.2586,-0.03879,-0.00861,0.0529152,0.0055152
740,-0.261,-0.03915,-0.00504,0.0526542,0.0084642
741,-0.2641,-0.039615,-0.00651,0.0523901,0.0062651
742,-0.2657,-0.039855,-0.00336,0.0521244,0.0089094
743,-0.2672,-0.04008,-0.00315,0.0518572,0.0086272
744,-0.2676,-0.04014,-0.00084,0.0515896,0.0106096
745,-0.2672,-0.04008,0.00084,0.0513224,0.0120824
746,-0.2658,-0.03987,0.00294,0.0510566,0.0141266
747,-0.2632,-0.03948,0.00546,0.0507934,0.0167734
748,-0.261,-0.03915,0.00462,0.0505324,0.0160024
749,-0.257,-0.03855,0.0084,0.0502754,0.0201254
750,-0.2539,-0.038085,0.00651,0.0500215,0.0184465
751,-0.2496,-0.03744,0.00903,0.0497719,0.0213619
752,-0.2584,-0.03876,-0.01848,0.0495135,-0.0077265
753,-0.3472,-0.05208,-0.18648,0.0491663,-0.189394
754,-0.5634,-0.08451,-0.45402,0.0486029,-0.489927
755,-0.7717,-0.115755,-0.43743,0.0478312,-0.505354
756,-0.1638,-0.02457,1.27659,0.0476674,1.29969
757,-0.0326,-0.00489,0.27552,0.0476348,0.318265
758,0.0622,0.00933,0.19908,0.047697,0.256107
759,0.2029,0.030435,0.29547,0.0478999,0.373805
760,0.2916,0.04374,0.18627,0.0481915,0.278202
761,0.4073,0.061095,0.24297,0.0485988,0.352664
762,0.4712,0.07068,0.13419,0.04907,0.25394
763,0.5419,0.081285,0.14847,0.0496119,0.279367
764,0.5819,0.087285,0.084,0.0501938,0.221479
765,0.5908,0.08862,0.01869,0.0507846,0.158095
766,0.5783,0.086745,-0.02625,0.0513629,0.111858
767,0.5539,0.083085,-0.05124,0.0519168,0.0837618
768,0.4968,0.07452,-0.11991,0.0524136,0.0070236
769,0.418,0.0627,-0.16548,0.0528316,-0.0499484
770,0.3236,0.04854,-0.19824,0.0531552,-0.0965448
771,0.2555,0.038325,-0.14301,0.0534107,-0.0512743
772,0.1519,0.022785,-0.21756,0.0535626,-0.141212
773,0.0825,0.012375,-0.14574,0.0536451,-0.0797199
774,-0.0169,-0.002535,-0.20874,0.0536282,-0.157647
775,-0.1096,-0.01644,-0.19467,0.0535186,-0.157591
776,-0.1704,-0.02556,-0.12768,0.0533482,-0.0998918
777,-0.2537,-0.038055,-0.17493,0.0530945,-0.15989
778,-0.2974,-0.04461,-0.09177,0.0527971,-0.0835829
779,-0.3464,-0.05196,-0.1029,0.0524507,-0.102409
780,-0.3778,-0.05667,-0.06594,0.0520729,-0.0705371
781,-0.3918,-0.05877,-0.0294,0.0516811,-0.0364889
782,-0.392,-0.0588,-0.00042,0.0512891,-0.0079309
783,-0.3805,-0.057075,0.02415,0.0509086,0.0179836
784,-0.3661,-0.054915,0.03024,0.0505425,0.0258675
785,-0.3397,-0.050955,0.05544,0.0502028,0.0546878
786,-0.2258,-0.03387,0.23919,0.049977,0.255297
787,-0.1351,-0.020265,0.19047,0.0498419,0.220047
788,-0.0077,-0.001155,0.26754,0.0498342,0.316219
789,0.1044,0.01566,0.23541,0.0499386,0.301009
790,0.1668,0.02502,0.13104,0.0501054,0.206165
791,0.2367,0.035505,0.14679,0.0503421,0.232637
792,0.2683,0.040245,0.06636,0.0506104,0.157215
793,0.2927,0.043905,0.05124,0.0509031,0.146048
794,0.2942,0.04413,0.00315,0.0511973,0.0984773
795,0.276,0.0414,-0.03822,0.0514733,0.0546533
796,0.2356,0.03534,-0.08484,0.0517089,0.0022089
797,0.1983,0.029745,-0.07833,0.0519072,0.0033222
798,0.1316,0.01974,-0.14007,0.0520388,-0.0682912
799,0.0812,0.01218,-0.10584,0.05212,-0.04154
800,0.002,0.0003,-0.16632,0.052122,-0.113898
801,-0.0792,-0.01188,-0.17052,0.0520428,-0.130357
802,-0.1571,-0.023565,-0.16359,0.0518857,-0.135269
803,-0.1865,-0.027975,-0.06174,0.0516992,-0.0380158
804,-0.1612,-0.02418,0.05313,0.051538,0.080488
805,-0.1217,-0.018255,0.08295,0.0514163,0.116111
806,-0.0613,-0.009195,0.12684,0.051355,0.169
807,-0.0228,-0.00342,0.08085,0.0513322,0.128762
808,0.0271,0.004065,0.10479,0.0513593,0.160214
809,0.0666,0.00999,0.08295,0.0514259,0.144366
810,0.0859,0.012885,0.04053,0.0515118,0.104927
811,0.103,0.01545,0.03591,0.0516148,0.102975
812,0.1065,0.015975,0.00735,0.0517213,0.0750463
813,0.1015,0.015225,-0.0105,0.0518228,0.0565478
814,0.0836,0.01254,-0.03759,0.0519064,0.0268564
815,0.0655,0.009825,-0.03801,0.0519719,0.0237869
816,0.0312,0.00468,-0.07203,0.0520031,-0.0153469
817,0.0041,0.000615,-0.05691,0.0520072,-0.0042878
818,-0.04,-0.006,-0.09261,0.0519672,-0.0466428
819,-0.0872,-0.01308,-0.09912,0.05188,-0.06032
820,-0.1189,-0.017835,-0.06657,0.0517611,-0.0326439
821,-0.1717,-0.025755,-0.11088,0.0515894,-0.0850456
822,-0.0869,-0.013035,0.17808,0.0515025,0.216547
823,-0.017,-0.00255,0.14679,0.0514855,0.195725
824,0.0801,0.012015,0.20391,0.0515656,0.267491
825,0.1364,0.02046,0.11823,0.051702,0.190392
826,0.2025,0.030375,0.13881,0.0519045,0.221089
827,0.234,0.0351,0.06615,0.0521385,0.153388
828,0.261,0.03915,0.0567,0.0523995,0.148249
829,0.2658,0.03987,0.01008,0.0526653,0.102615
830,0.3384,0.05076,0.15246,0.0530037,0.256224
831,0.5424,0.08136,0.4284,0.0535461,0.563306
832,0.6661,0.099915,0.25977,0.0542122,0.413897
833,0.8112,0.12168,0.30471,0.0550234,0.481413
834,0.903,0.13545,0.19278,0.0559264,0.384156
835,0.9324,0.13986,0.06174,0.0568588,0.258459
836,0.9295,0.139425,-0.00609,0.0577883,0.191123
837,0.8991,0.134865,-0.06384,0.0586874,0.129712
838,0.8171,0.122565,-0.1722,0.0595045,0.0098695
839,0.6972,0.10458,-0.25179,0.0602017,-0.0870083
840,0.6014,0.09021,-0.20118,0.0608031,-0.0501669
841,0.4642,0.06963,-0.28812,0.0612673,-0.157223
842,0.4848,0.07272,0.04326,0.0617521,0.177732
843,0.5866,0.08799,0.21378,0.0623387,0.364109
844,0.6758,0.10137,0.18732,0.0630145,0.351704
845,0.7195,0.107925,0.09177,0.063734,0.263429
846,0.7545,0.113175,0.0735,0.0644885,0.251163
847,0.7548,0.11322,0.00063,0.0652433,0.179093
848,0.7363,0.110445,-0.03885,0.0659796,0.137575
849,0.7572,0.11358,0.04389,0.0667368,0.224207
850,0.9264,0.13896,0.35532,0.0676632,0.561943
851,1.2047,0.180705,0.58443,0.0688679,0.834003
852,1.4353,0.215295,0.48426,0.0703032,0.769858
853,1.5539,0.233085,0.24906,0.0718571,0.554002
854,1.6699,0.250485,0.2436,0.073527,0.567612
855,1.7063,0.255945,0.07644,0.0752333,0.407618
856,1.7004,0.25506,-0.01239,0.0769337,0.319604
857,1.6591,0.248865,-0.08673,0.0785928,0.240728
858,1.5488,0.23232,-0.23163,0.0801416,0.0808316
859,1.3875,0.208125,-0.33873,0.0815291,-0.0490759
860,1.2579,0.188685,-0.27216,0.082787,-0.000688
861,1.1378,0.17067,-0.25221,0.0839248,0.0023848
862,1.1435,0.171525,0.01197,0.0850683,0.268563
863,1.1515,0.172725,0.0168,0.0862198,0.275745
864,1.1367,0.170505,-0.03108,0.0873565,0.226782
865,1.1081,0.166215,-0.06006,0.0884646,0.19462
866,1.0393,0.155895,-0.14448,0.0895039,0.100919
867,0.942,0.1413,-0.20433,0.0904459,0.0274159
868,0.864,0.1296,-0.1638,0.0913099,0.0571099
869,0.7338,0.11007,-0.27342,0.0920437,-0.0713063
870,0.6392,0.09588,-0.19866,0.0926829,-0.0100971
871,0.5636,0.08454,-0.15876,0.0932465,0.0190265
872,0.6132,0.09198,0.10416,0.0938597,0.29
873,0.6475,0.097125,0.07203,0.0945072,0.263662
874,0.6814,0.10221,0.07119,0.0951886,0.268589
875,0.6898,0.10347,0.01764,0.0958784,0.216988
876,0.6805,0.102075,-0.01953,0.0965589,0.179104
877,0.6459,0.096885,-0.07266,0.0972048,0.12143
878,0.61,0.0915,-0.07539,0.0978148,0.113925
879,0.54,0.081,-0.147,0.0983548,0.0323548
880,0.4524,0.06786,-0.18396,0.0988072,-0.0172928
881,0.3865,0.057975,-0.13839,0.0991937,0.0187787
882,0.2815,0.042225,-0.2205,0.0994752,-0.0787998
883,0.2081,0.031215,-0.15414,0.0996833,-0.0232417
884,0.1942,0.02913,-0.02919,0.0998775,0.0998175
885,0.2872,0.04308,0.1953,0.100165,0.338545
886,0.3475,0.052125,0.12663,0.100512,0.279267
887,0.419,0.06285,0.15015,0.100931,0.313931
888,0.4521,0.067815,0.06951,0.101383,0.238708
889,0.4781,0.071715,0.0546,0.101861,0.228176
890,0.4803,0.072045,0.00462,0.102342,0.179007
891,0.4624,0.06936,-0.03759,0.102804,0.134574
892,0.4208,0.06312,-0.08736,0.103225,0.0789849
893,0.3813,0.057195,-0.08295,0.103606,0.0778512
894,0.3085,0.046275,-0.15288,0.103915,-0.0026903
895,0.2518,0.03777,-0.11907,0.104166,0.0228665
896,0.1592,0.02388,-0.19446,0.104326,-0.0662543
897,0.0672,0.01008,-0.1932,0.104393,-0.0787271
898,0.0195,0.002925,-0.10017,0.104412,0.0071674
899,-0.0458,-0.00687,-0.13713,0.104367,-0.0396334
900,-0.0894,-0.01341,-0.09156,0.104277,-0.0006928
901,-0.1542,-0.02313,-0.13608,0.104123,-0.055087
902,-0.2182,-0.03273,-0.1344,0.103905,-0.0632252
903,-0.2595,-0.038925,-0.08673,0.103645,-0.0220097
904,-0.3169,-0.047535,-0.12054,0.103328,-0.0647466
905,-0.3526,-0.05289,-0.07497,0.102976,-0.0248842
906,-0.401,-0.06015,-0.10164,0.102575,-0.0592152
907,-0.4299,-0.064485,-0.06069,0.102145,-0.0230301
908,-0.4673,-0.070095,-0.07854,0.101678,-0.0469574
909,-0.4983,-0.074745,-0.0651,0.101179,-0.0386657
910,-0.5152,-0.07728,-0.03549,0.100664,-0.0121059
911,0.5475,0.082125,2.23167,0.101212,2.41501
912,0.4439,0.066585,-0.21756,0.101655,-0.0493195
913,-0.3458,-0.05187,-1.65837,0.10131,-1.60893
914,-0.2852,-0.04278,0.12726,0.101024,0.185504
915,-0.1797,-0.026955,0.22155,0.100845,0.29544
916,-0.1069,-0.016035,0.15288,0.100738,0.237583
917,-0.0118,-0.00177,0.19971,0.100726,0.298666
918,0.0649,0.009735,0.16107,0.100791,0.271596
919,0.1038,0.01557,0.08169,0.100895,0.198155
920,0.1418,0.02127,0.0798,0.101037,0.202107
921,0.1546,0.02319,0.02688,0.101191,0.151261
922,0.1556,0.02334,0.0021,0.101347,0.126787
923,0.1359,0.020385,-0.04137,0.101483,0.0804977
924,0.1124,0.01686,-0.04935,0.101595,0.0691051
925,0.0642,0.00963,-0.10122,0.101659,0.0100693
926,0.0023,0.000345,-0.12999,0.101662,-0.0279834
927,-0.0446,-0.00669,-0.09849,0.101617,-0.003563
928,-0.1192,-0.01788,-0.15666,0.101498,-0.0730422
929,-0.1713,-0.025695,-0.10941,0.101326,-0.0337785
930,-0.2491,-0.037365,-0.16338,0.101077,-0.0996676
931,-0.3258,-0.04887,-0.16107,0.100752,-0.109188
932,-0.3745,-0.056175,-0.10227,0.100377,-0.0580679
933,-0.4409,-0.066135,-0.13944,0.0999362,-0.105639
934,-0.481,-0.07215,-0.08421,0.0994552,-0.0569048
935,-0.5329,-0.079935,-0.10899,0.0989223,-0.0900027
936,-0.5622,-0.08433,-0.06153,0.0983601,-0.0474999
937,-0.5973,-0.089595,-0.07371,0.0977628,-0.0655422
938,-0.6151,-0.092265,-0.03738,0.0971477,-0.0324973
939,-0.6332,-0.09498,-0.03801,0.0965145,-0.0364755
940,-0.6399,-0.095985,-0.01407,0.0958746,-0.0141804
941,-0.6426,-0.09639,-0.00567,0.095232,-0.006828
942,-0.6373,-0.095595,0.01113,0.0945947,0.0101297
943,-0.6299,-0.094485,0.01554,0.0939648,0.0150198
944,-0.6142,-0.09213,0.03297,0.0933506,0.0341906
945,-0.6013,-0.090195,0.02709,0.0927493,0.0296443
946,-0.5795,-0.086925,0.04578,0.0921698,0.0510248
947,-0.5639,-0.084585,0.03276,0.0916059,0.0397809
948,-0.5399,-0.080985,0.0504,0.091066,0.060481
949,-0.524,-0.0786,0.03339,0.090542,0.045332
950,-0.5013,-0.075195,0.04767,0.0900407,0.0625157
951,-0.4875,-0.073125,0.02898,0.0895532,0.0454082
952,-0.4674,-0.07011,0.04221,0.0890858,0.0611858
953,-0.4417,-0.066255,0.05397,0.0886441,0.0763591
954,-0.4275,-0.064125,0.02982,0.0882166,0.0539116
955,-0.4103,-0.061545,0.03612,0.0878063,0.0623813
956,-0.4016,-0.06024,0.01827,0.0874047,0.0454347
957,-0.3928,-0.05892,0.01848,0.0870119,0.0465719
958,-0.3896,-0.05844,0.00672,0.0866223,0.0349023
959,-0.3886,-0.05829,0.0021,0.0862337,0.0300437
960,-0.3917,-0.058755,-0.00651,0.085842,0.020577
961,-0.3957,-0.059355,-0.0084,0.0854463,0.0176913
962,-0.4041,-0.060615,-0.01764,0.0850422,0.0067872
963,-0.411,-0.06165,-0.01449,0.0846312,0.0084912
964,-0.4225,-0.063375,-0.02415,0.0842087,-0.0033163
965,-0.4307,-0.064605,-0.01722,0.083778,0.001953
966,-0.4429,-0.066435,-0.02562,0.0833351,-0.0087199
967,-0.4509,-0.067635,-0.0168,0.0828842,-0.0015508
968,-0.462,-0.0693,-0.02331,0.0824222,-0.0101878
969,-0.4686,-0.07029,-0.01386,0.0819536,-0.0021964
970,-0.4769,-0.071535,-0.01743,0.0814767,-0.0074883
971,-0.4813,-0.072195,-0.00924,0.0809954,-0.0004396
972,-0.4859,-0.072885,-0.00966,0.0805095,-0.0020355
973,-0.4882,-0.07323,-0.00483,0.0800213,0.0019613
974,-0.4883,-0.073245,-0.00021,0.079533,0.006078
975,-0.4865,-0.072975,0.00378,0.0790465,0.0098515
976,-0.484,-0.0726,0.00525,0.0785625,0.0112125
977,-0.4787,-0.071805,0.01113,0.0780838,0.0174088
978,-0.4742,-0.07113,0.00945,0.0776096,0.0159296
979,-0.4663,-0.069945,0.01659,0.0771433,0.0237883
980,-0.4604,-0.06906,0.01239,0.0766829,0.0200129
981,-0.4596,-0.06894,0.00168,0.0762233,0.0089633
982,-0.5014,-0.07521,-0.08778,0.0757219,-0.0872681
983,-0.5942,-0.08913,-0.19488,0.0751277,-0.208882
984,-0.7314,-0.10971,-0.28812,0.0743963,-0.323434
985,-0.8147,-0.122205,-0.17493,0.0735816,-0.223553
986,-0.9164,-0.13746,-0.21357,0.0726652,-0.278365
987,-0.9682,-0.14523,-0.10878,0.071697,-0.182313
988,-1.0194,-0.15291,-0.10752,0.0706776,-0.189752
