Index,CTE,p_error,d_error,i_error,steering_output
70,0.5703,0.085545,-0.02373,0.0501237,0.111939
71,0.5585,0.083775,-0.02478,0.0506822,0.109677
72,0.5504,0.08256,-0.01701,0.0512326,0.116783
73,0.5379,0.080685,-0.02625,0.0517705,0.106206
74,0.5297,0.079455,-0.01722,0.0523002,0.114535
75,0.5186,0.07779,-0.02331,0.0528188,0.107299
76,0.5121,0.076815,-0.01365,0.0533309,0.116496
77,0.505,0.07575,-0.01491,0.0538359,0.114676
78,0.5029,0.075435,-0.00441,0.0543388,0.125364
79,0.489,0.07335,-0.02919,0.0548278,0.0989878
80,0.4751,0.071265,-0.02919,0.0553029,0.0973779
81,0.4669,0.070035,-0.01722,0.0557698,0.108585
82,0.4559,0.068385,-0.0231,0.0562257,0.101511
83,0.4457,0.066855,-0.02142,0.0566714,0.102106
84,0.4392,0.06588,-0.01365,0.0571106,0.109341
85,0.4297,0.064455,-0.01995,0.0575403,0.102045
86,0.4233,0.063495,-0.01344,0.0579636,0.108019
87,0.4136,0.06204,-0.02037,0.0583772,0.100047
88,0.4067,0.061005,-0.01449,0.0587839,0.105299
89,0.3961,0.059415,-0.02226,0.05918,0.096335
90,0.3887,0.058305,-0.01554,0.0595687,0.102334
91,0.3772,0.05658,-0.02415,0.0599459,0.0923759
92,0.3692,0.05538,-0.0168,0.0603151,0.0988951
93,0.3569,0.053535,-0.02583,0.060672,0.088377
94,0.3483,0.052245,-0.01806,0.0610203,0.0952053
95,0.3395,0.050925,-0.01848,0.0613598,0.0938048
96,0.3259,0.048885,-0.02856,0.0616857,0.0820107
97,0.3116,0.04674,-0.03003,0.0619973,0.0787073
98,0.3018,0.04527,-0.02058,0.0622991,0.0869891
99,0.2869,0.043035,-0.03129,0.062586,0.074331
100,0.2714,0.04071,-0.03255,0.0628574,0.0710174
101,0.2607,0.039105,-0.02247,0.0631181,0.0797531
102,0.2442,0.03663,-0.03465,0.0633623,0.0653423
103,0.2326,0.03489,-0.02436,0.0635949,0.0741249
104,0.2208,0.03312,-0.02478,0.0638157,0.0721557
105,0.2022,0.03033,-0.03906,0.0640179,0.0552879
106,0.1828,0.02742,-0.04074,0.0642007,0.0508807
107,0.1694,0.02541,-0.02814,0.0643701,0.0616401
108,0.1491,0.022365,-0.04263,0.0645192,0.0442542
109,0.135,0.02025,-0.02961,0.0646542,0.0552942
110,0.1136,0.01704,-0.04494,0.0647678,0.0368678
111,0.0988,0.01482,-0.03108,0.0648666,0.0486066
112,0.0763,0.011445,-0.04725,0.0649429,0.0291379
113,0.0608,0.00912,-0.03255,0.0650037,0.0415737
114,0.0374,0.00561,-0.04914,0.0650411,0.0215111
115,0.0214,0.00321,-0.0336,0.0650625,0.0346725
116,-0.0029,-0.000435,-0.05103,0.0650596,0.0135946
117,-0.0194,-0.00291,-0.03465,0.0650402,0.0274802
118,-0.0442,-0.00663,-0.05208,0.064996,0.006286
119,-0.0611,-0.009165,-0.03549,0.0649349,0.0202799
120,-0.0862,-0.01293,-0.05271,0.0648487,-0.0007913
121,-0.1033,-0.015495,-0.03591,0.0647454,0.0133404
122,-0.1286,-0.01929,-0.05313,0.0646168,-0.0078032
123,-0.1545,-0.023175,-0.05439,0.0644623,-0.0131027
124,-0.1716,-0.02574,-0.03591,0.0642907,0.0026407
125,-0.1968,-0.02952,-0.05292,0.0640939,-0.0183461
126,-0.2222,-0.03333,-0.05334,0.0638717,-0.0227983
127,-0.2391,-0.035865,-0.03549,0.0636326,-0.0077224
128,-0.2634,-0.03951,-0.05103,0.0633692,-0.0271708
129,-0.2797,-0.041955,-0.03423,0.0630895,-0.0130955
130,-0.3037,-0.045555,-0.0504,0.0627858,-0.0331692
131,-0.3272,-0.04908,-0.04935,0.0624586,-0.0359714
132,-0.3425,-0.051375,-0.03213,0.0621161,-0.0213889
133,-0.3645,-0.054675,-0.0462,0.0617516,-0.0391234
134,-0.379,-0.05685,-0.03045,0.0613726,-0.0259274
135,-0.3996,-0.05994,-0.04326,0.060973,-0.042227
136,-0.4196,-0.06294,-0.042,0.0605534,-0.0443866
137,-0.4323,-0.064845,-0.02667,0.0601211,-0.0313939
138,-0.4502,-0.06753,-0.03759,0.0596709,-0.0454491
139,-0.4615,-0.069225,-0.02373,0.0592094,-0.0337456
140,-0.4774,-0.07161,-0.03339,0.058732,-0.046268
141,-0.4875,-0.073125,-0.02121,0.0582445,-0.0360905
142,-0.5012,-0.07518,-0.02877,0.0577433,-0.0462067
143,-0.5096,-0.07644,-0.01764,0.0572337,-0.0368463
144,-0.521,-0.07815,-0.02394,0.0567127,-0.0453773
145,-0.5309,-0.079635,-0.02079,0.0561818,-0.0442432
146,-0.5367,-0.080505,-0.01218,0.0556451,-0.0370399
147,-0.5439,-0.081585,-0.01512,0.0551012,-0.0416038
148,-0.548,-0.0822,-0.00861,0.0545532,-0.0362568
149,-0.5525,-0.082875,-0.00945,0.0540007,-0.0383243
150,-0.5556,-0.08334,-0.00651,0.0534451,-0.0364049
151,-0.5567,-0.083505,-0.00231,0.0528884,-0.0329266
152,-0.557,-0.08355,-0.00063,0.0523314,-0.0318486
153,-0.5563,-0.083445,0.00147,0.0517751,-0.0301999
154,-0.5541,-0.083115,0.00462,0.051221,-0.027274
155,-0.5502,-0.08253,0.00819,0.0506708,-0.0236692
156,-0.5467,-0.082005,0.00735,0.0501241,-0.0245309
157,-0.5405,-0.081075,0.01302,0.0495836,-0.0184714
158,-0.5354,-0.08031,0.01071,0.0490482,-0.0205518
159,-0.5254,-0.07881,0.021,0.0485228,-0.0092872
160,-0.5149,-0.077235,0.02205,0.0480079,-0.0071771
161,-0.4939,-0.074085,0.0441,0.047514,0.017529
162,-0.4758,-0.07137,0.03801,0.0470382,0.0136782
163,-0.444,-0.0666,0.06678,0.0465942,0.0467742
164,-0.4076,-0.06114,0.07644,0.0461866,0.0614866
165,-0.3835,-0.057525,0.05061,0.0458031,0.0388881
166,-0.3487,-0.052305,0.07308,0.0454544,0.0662294
167,-0.3262,-0.04893,0.04725,0.0451282,0.0434482
168,-0.2937,-0.044055,0.06825,0.0448345,0.0690295
169,-0.2622,-0.03933,0.06615,0.0445723,0.0713923
170,-0.2421,-0.036315,0.04221,0.0443302,0.0502252
171,-0.2137,-0.032055,0.05964,0.0441165,0.0717015
172,-0.1956,-0.02934,0.03801,0.0439209,0.0525909
173,-0.17,-0.0255,0.05376,0.0437509,0.0720109
174,-0.1462,-0.02193,0.04998,0.0436047,0.0716547
175,-0.1314,-0.01971,0.03108,0.0434733,0.0548433
176,-0.1111,-0.016665,0.04263,0.0433622,0.0693272
177,-0.0986,-0.01479,0.02625,0.0432636,0.0547236
178,-0.0817,-0.012255,0.03549,0.0431819,0.0664169
179,-0.0666,-0.00999,0.03171,0.0431153,0.0648353
180,-0.0577,-0.008655,0.01869,0.0430576,0.0530926
181,-0.0462,-0.00693,0.02415,0.0430114,0.0602314
182,-0.0366,-0.00549,0.02016,0.0429748,0.0576448
183,-0.0313,-0.004695,0.01113,0.0429435,0.0493785
184,-0.025,-0.00375,0.01323,0.0429185,0.0523985
185,-0.0219,-0.003285,0.00651,0.0428966,0.0461216
186,-0.0186,-0.00279,0.00693,0.042878,0.047018
187,-0.017,-0.00255,0.00336,0.042861,0.043671
188,-0.0169,-0.002535,0.00021,0.0428441,0.0405191
189,-0.0179,-0.002685,-0.0021,0.0428262,0.0380412
190,-0.0194,-0.00291,-0.00315,0.0428068,0.0367468
191,-0.0226,-0.00339,-0.00672,0.0427842,0.0326742
192,-0.0255,-0.003825,-0.00609,0.0427587,0.0328437
193,-0.0306,-0.00459,-0.01071,0.0427281,0.0274281
194,-0.0368,-0.00552,-0.01302,0.0426913,0.0241513
195,-0.0413,-0.006195,-0.00945,0.04265,0.027005
196,-0.0487,-0.007305,-0.01554,0.0426013,0.0197563
197,-0.0567,-0.008505,-0.0168,0.0425446,0.0172396
198,-0.0623,-0.009345,-0.01176,0.0424823,0.0213773
199,-0.0708,-0.01062,-0.01785,0.0424115,0.0139415
200,-0.0767,-0.011505,-0.01239,0.0423348,0.0184398
201,-0.0856,-0.01284,-0.01869,0.0422492,0.0107192
202,-0.0916,-0.01374,-0.0126,0.0421576,0.0158176
203,-0.1004,-0.01506,-0.01848,0.0420572,0.0085172
204,-0.1064,-0.01596,-0.0126,0.0419508,0.0133908
205,-0.1079,-0.016185,-0.00315,0.0418429,0.0225079
206,-0.0942,-0.01413,0.02877,0.0417487,0.0563887
207,-0.081,-0.01215,0.02772,0.0416677,0.0572377
208,-0.0589,-0.008835,0.04641,0.0416088,0.0791838
209,-0.039,-0.00585,0.04179,0.0415698,0.0775098
210,-0.0274,-0.00411,0.02436,0.0415424,0.0617924
211,-0.0129,-0.001935,0.03045,0.0415295,0.0700445
212,-0.0049,-0.000735,0.0168,0.0415246,0.0575896
213,0.0044,0.00066,0.01953,0.041529,0.061719
214,0.0107,0.001605,0.01323,0.0415397,0.0563747
215,0.0134,0.00201,0.00567,0.0415531,0.0492331
216,0.015,0.00225,0.00336,0.0415681,0.0471781
217,0.0146,0.00219,-0.00084,0.0415827,0.0429327
218,0.0121,0.001815,-0.00525,0.0415948,0.0381598
219,0.0073,0.001095,-0.01008,0.0416021,0.0326171
220,0.003,0.00045,-0.00903,0.0416051,0.0330251
221,-0.0048,-0.00072,-0.01638,0.0416003,0.0245003
222,-0.0108,-0.00162,-0.0126,0.0415895,0.0273695
223,-0.0208,-0.00312,-0.021,0.0415687,0.0174487
224,-0.0281,-0.004215,-0.01533,0.0415406,0.0219956
225,-0.0396,-0.00594,-0.02415,0.041501,0.011411
226,-0.0517,-0.007755,-0.02541,0.0414493,0.0082843
227,-0.06,-0.009,-0.01743,0.0413893,0.0149593
228,-0.0723,-0.010845,-0.02583,0.041317,0.004642
229,-0.0806,-0.01209,-0.01743,0.0412364,0.0117164
230,-0.0926,-0.01389,-0.0252,0.0411438,0.0020538
231,-0.1042,-0.01563,-0.02436,0.0410396,0.0010496
232,-0.1117,-0.016755,-0.01575,0.0409279,0.0084229
233,-0.1221,-0.018315,-0.02184,0.0408058,0.0006508
234,-0.1287,-0.019305,-0.01386,0.0406771,0.0075121
235,-0.1377,-0.020655,-0.0189,0.0405394,0.0009844
236,-0.1458,-0.02187,-0.01701,0.0403936,0.0015136
237,-0.1471,-0.022065,-0.00273,0.0402465,0.0154515
238,-0.1362,-0.02043,0.02289,0.0401103,0.0425703
239,-0.1103,-0.016545,0.05439,0.04,0.077845
240,-0.0891,-0.013365,0.04452,0.0399109,0.0710659
241,-0.0598,-0.00897,0.06153,0.0398511,0.0924111
242,-0.0421,-0.006315,0.03717,0.039809,0.070664
243,-0.0193,-0.002895,0.04788,0.0397897,0.0847747
244,-0.0007,-0.000105,0.03906,0.039789,0.078744
245,0.0092,0.00138,0.02079,0.0397982,0.0619682
246,0.0201,0.003015,0.02289,0.0398183,0.0657233
247,0.0249,0.003735,0.01008,0.0398432,0.0536582
248,0.0287,0.004305,0.00798,0.0398719,0.0521569
249,0.0285,0.004275,-0.00042,0.0399004,0.0437554
250,0.0264,0.00396,-0.00441,0.0399268,0.0394768
251,0.0206,0.00309,-0.01218,0.0399474,0.0308574
252,0.015,0.00225,-0.01176,0.0399624,0.0304524
253,0.0048,0.00072,-0.02142,0.0399672,0.0192672
254,-0.0076,-0.00114,-0.02604,0.0399596,0.0127796
255,-0.0167,-0.002505,-0.01911,0.0399429,0.0183279
256,-0.0312,-0.00468,-0.03045,0.0399117,0.0047817
257,-0.0413,-0.006195,-0.02121,0.0398704,0.0124654
258,-0.0566,-0.00849,-0.03213,0.0398138,-0.0008062
259,-0.0721,-0.010815,-0.03255,0.0397417,-0.0036233
260,-0.0822,-0.01233,-0.02121,0.0396595,0.0061195
261,-0.0965,-0.014475,-0.03003,0.039563,-0.004942
262,-0.1057,-0.015855,-0.01932,0.0394573,0.0042823
263,-0.1184,-0.01776,-0.02667,0.0393389,-0.0050911
264,-0.1299,-0.019485,-0.02415,0.039209,-0.004426
265,-0.1368,-0.02052,-0.01449,0.0390722,0.0040622
266,-0.1458,-0.02187,-0.0189,0.0389264,-0.0018436
267,-0.1496,-0.02244,-0.00798,0.0387768,0.0083568
268,-0.1438,-0.02157,0.01218,0.038633,0.029243
269,-0.1269,-0.019035,0.03549,0.0385061,0.0549611
270,-0.0948,-0.01422,0.06741,0.0384113,0.0916013
271,-0.0619,-0.009285,0.06909,0.0383494,0.0981544
272,-0.0419,-0.006285,0.042,0.0383075,0.0740225
273,-0.0162,-0.00243,0.05397,0.0382913,0.0898313
274,0.0045,0.000675,0.04347,0.0382958,0.0824408
275,0.0154,0.00231,0.02289,0.0383112,0.0635112
276,0.0271,0.004065,0.02457,0.0383383,0.0669733
277,0.0319,0.004785,0.01008,0.0383702,0.0532352
278,0.035,0.00525,0.00651,0.0384052,0.0501652
279,0.0344,0.00516,-0.00126,0.0384396,0.0423396
280,0.0299,0.004485,-0.00945,0.0384695,0.0335045
281,0.0247,0.003705,-0.01092,0.0384942,0.0312792
282,0.0142,0.00213,-0.02205,0.0385084,0.0185884
283,0.0008,0.00012,-0.02814,0.0385092,0.0104892
284,-0.0093,-0.001395,-0.02121,0.0384999,0.0158949
285,-0.0256,-0.00384,-0.03423,0.0384743,0.0004043
286,-0.0371,-0.005565,-0.02415,0.0384372,0.0087222
287,-0.0546,-0.00819,-0.03675,0.0383826,-0.0065574
288,-0.0662,-0.00993,-0.02436,0.0383164,0.0040264
289,-0.0832,-0.01248,-0.0357,0.0382332,-0.0099468
290,-0.0941,-0.014115,-0.02289,0.0381391,0.0011341
291,-0.1092,-0.01638,-0.03171,0.0380299,-0.0100601
292,-0.1186,-0.01779,-0.01974,0.0379113,0.0003813
293,-0.131,-0.01965,-0.02604,0.0377803,-0.0079097
294,-0.1383,-0.020745,-0.01533,0.037642,0.001567
295,-0.1475,-0.022125,-0.01932,0.0374945,-0.0039505
296,-0.1525,-0.022875,-0.0105,0.037342,0.003967
297,-0.1583,-0.023745,-0.01218,0.0371837,0.0012587
298,-0.1615,-0.024225,-0.00672,0.0370222,0.0060772
299,-0.1568,-0.02352,0.00987,0.0368654,0.0232154
300,-0.1171,-0.017565,0.08337,0.0367483,0.102553
301,-0.0733,-0.010995,0.09198,0.036675,0.11766
302,-0.0057,-0.000855,0.14196,0.0366693,0.177774
303,0.0359,0.005385,0.08736,0.0367052,0.12945
304,0.0894,0.01341,0.11235,0.0367946,0.162555
305,0.119,0.01785,0.06216,0.0369136,0.116924
306,0.1532,0.02298,0.07182,0.0370668,0.131867
307,0.1758,0.02637,0.04746,0.0372426,0.111073
308,0.1844,0.02766,0.01806,0.037427,0.083147
309,0.1878,0.02817,0.00714,0.0376148,0.0729248
310,0.1842,0.02763,-0.00756,0.037799,0.057869
311,0.1711,0.025665,-0.02751,0.0379701,0.0361251
312,0.1577,0.023655,-0.02814,0.0381278,0.0336428
313,0.1321,0.019815,-0.05376,0.0382599,0.0043149
314,0.1118,0.01677,-0.04263,0.0383717,0.0125117
315,0.0784,0.01176,-0.07014,0.0384501,-0.0199299
316,0.042,0.0063,-0.07644,0.0384921,-0.0316479
317,0.017,0.00255,-0.0525,0.0385091,-0.0114409
318,-0.0196,-0.00294,-0.07686,0.0384895,-0.0413105
319,-0.0434,-0.00651,-0.04998,0.0384461,-0.0180439
320,-0.0769,-0.011535,-0.07035,0.0383692,-0.0435158
321,-0.1076,-0.01614,-0.06447,0.0382616,-0.0423484
322,-0.126,-0.0189,-0.03864,0.0381356,-0.0194044
323,-0.1463,-0.021945,-0.04263,0.0379893,-0.0265857
324,-0.1487,-0.022305,-0.00504,0.0378406,0.0104956
325,-0.1358,-0.02037,0.02709,0.0377048,0.0444248
326,-0.0262,-0.00393,0.23016,0.0376786,0.263909
327,0.0018,0.00027,0.0588,0.0376804,0.0967504
328,0.0146,0.00219,0.02688,0.037695,0.066765
329,0.0231,0.003465,0.01785,0.0377181,0.0590331
330,0.0309,0.004635,0.01638,0.037749,0.058764
331,0.0333,0.004995,0.00504,0.0377823,0.0478173
332,0.0254,0.00381,-0.01659,0.0378077,0.0250277
333,0.0183,0.002745,-0.01491,0.037826,0.025661
334,0.0045,0.000675,-0.02898,0.0378305,0.0095255
335,-0.0125,-0.001875,-0.0357,0.037818,0.000243
336,-0.0251,-0.003765,-0.02646,0.0377929,0.0075679
337,-0.0449,-0.006735,-0.04158,0.037748,-0.010567
338,-0.0586,-0.00879,-0.02877,0.0376894,0.0001294
339,-0.0972,-0.01458,-0.08106,0.0375922,-0.0580478
340,-0.0299,-0.004485,0.14133,0.0375623,0.174407
341,0.0102,0.00153,0.08421,0.0375725,0.123313
342,0.0637,0.009555,0.11235,0.0376362,0.159541
343,0.0938,0.01407,0.06321,0.03773,0.11501
344,0.1291,0.019365,0.07413,0.0378591,0.131354
345,0.1462,0.02193,0.03591,0.0380053,0.0958453
346,0.1617,0.024255,0.03255,0.038167,0.094972
347,0.1658,0.02487,0.00861,0.0383328,0.0718128
348,0.1623,0.024345,-0.00735,0.0384951,0.0554901
349,0.1488,0.02232,-0.02835,0.0386439,0.0326139
350,0.1347,0.020205,-0.02961,0.0387786,0.0293736
351,0.1077,0.016155,-0.0567,0.0388863,-0.0016587
352,0.0747,0.011205,-0.0693,0.038961,-0.019134
353,0.0503,0.007545,-0.05124,0.0390113,-0.0046837
354,0.0124,0.00186,-0.07959,0.0390237,-0.0387063
355,-0.0135,-0.002025,-0.05439,0.0390102,-0.0174048
356,-0.0513,-0.007695,-0.07938,0.0389589,-0.0481161
357,-0.0874,-0.01311,-0.07581,0.0388715,-0.0500485
358,-0.1097,-0.016455,-0.04683,0.0387618,-0.0245232
359,-0.1299,-0.019485,-0.04242,0.0386319,-0.0232731
360,-0.1566,-0.02349,-0.05607,0.0384753,-0.0410847
361,-0.1721,-0.025815,-0.03255,0.0383032,-0.0200618
362,-0.1906,-0.02859,-0.03885,0.0381126,-0.0293274
363,-0.2036,-0.03054,-0.0273,0.037909,-0.019931
364,-0.2093,-0.031395,-0.01197,0.0376997,-0.0056653
365,-0.2131,-0.031965,-0.00798,0.0374866,-0.0024584
366,-0.2128,-0.03192,0.00063,0.0372738,0.0059838
367,-0.2087,-0.031305,0.00861,0.0370651,0.0143701
368,-0.2034,-0.03051,0.01113,0.0368617,0.0174817
369,0.2163,0.032445,0.88137,0.037078,0.950893
370,-0.0806,-0.01209,-0.62349,0.0369974,-0.598583
371,-0.0068,-0.00102,0.15498,0.0369906,0.190951
372,0.1151,0.017265,0.25599,0.0371057,0.310361
373,0.1996,0.02994,0.17745,0.0373053,0.244695
374,0.3112,0.04668,0.23436,0.0376165,0.318657
375,0.3743,0.056145,0.13251,0.0379908,0.226646
376,0.4472,0.06708,0.15309,0.038438,0.258608
377,0.4815,0.072225,0.07203,0.0389195,0.183175
378,0.5108,0.07662,0.06153,0.0394303,0.17758
379,0.5163,0.077445,0.01155,0.0399466,0.128942
380,0.5048,0.07572,-0.02415,0.0404514,0.0920214
381,0.485,0.07275,-0.04158,0.0409364,0.0721064
382,0.44,0.066,-0.0945,0.0413764,0.0128764
383,0.3791,0.056865,-0.12789,0.0417555,-0.0292695
384,0.3319,0.049785,-0.09912,0.0420874,-0.0072476
385,0.2564,0.03846,-0.15855,0.0423438,-0.0777462
386,0.2166,0.03249,-0.08358,0.0425604,-0.0085296
387,0.1882,0.02823,-0.05964,0.0427486,0.0113386
388,0.1742,0.02613,-0.0294,0.0429228,0.0396528
389,0.1517,0.022755,-0.04725,0.0430745,0.0185795
390,0.1264,0.01896,-0.05313,0.0432009,0.0090309
391,0.1081,0.016215,-0.03843,0.043309,0.021094
392,0.0797,0.011955,-0.05964,0.0433887,-0.0042963
393,0.0602,0.00903,-0.04095,0.0434489,0.0115289
394,0.0309,0.004635,-0.06153,0.0434798,-0.0134152
395,0.0017,0.000255,-0.06132,0.0434815,-0.0175835
396,-0.0172,-0.00258,-0.03969,0.0434643,0.0011943
397,-0.0437,-0.006555,-0.05565,0.0434206,-0.0187844
398,-0.0603,-0.009045,-0.03486,0.0433603,-0.0005447
399,-0.0829,-0.012435,-0.04746,0.0432774,-0.0166176
400,-0.0964,-0.01446,-0.02835,0.043181,0.000371
401,-0.1137,-0.017055,-0.03633,0.0430673,-0.0103177
402,-0.0933,-0.013995,0.04284,0.042974,0.071819
403,-0.0053,-0.000795,0.1848,0.0429687,0.226974
404,0.1058,0.01587,0.23331,0.0430745,0.292255
405,0.206,0.0309,0.21042,0.0432805,0.284601
406,0.2617,0.039255,0.11697,0.0435422,0.199767
407,0.3065,0.045975,0.09408,0.0438487,0.183904
408,0.3558,0.05337,0.10353,0.0442045,0.201105
409,0.384,0.0576,0.05922,0.0445885,0.161409
410,0.3903,0.058545,0.01323,0.0449788,0.116754
411,0.3818,0.05727,-0.01785,0.0453606,0.0847806
412,0.3539,0.053085,-0.05859,0.0457145,0.0402095
413,0.3259,0.048885,-0.0588,0.0460404,0.0361254
414,0.2731,0.040965,-0.11088,0.0463135,-0.0236015
415,0.2319,0.034785,-0.08652,0.0465454,-0.0051896
416,0.1647,0.024705,-0.14112,0.0467101,-0.0697049
417,0.1173,0.017595,-0.09954,0.0468274,-0.0351176
418,0.0459,0.006885,-0.14994,0.0468733,-0.0961817
419,-0.0012,-0.00018,-0.09891,0.0468721,-0.0522179
420,-0.0679,-0.010185,-0.14007,0.0468042,-0.103451
421,-0.1094,-0.01641,-0.08715,0.0466948,-0.0568652
422,-0.1646,-0.02469,-0.11592,0.0465302,-0.0940798
423,-0.1968,-0.02952,-0.06762,0.0463334,-0.0508066
424,-0.2365,-0.035475,-0.08337,0.0460969,-0.0727481
425,-0.2665,-0.039975,-0.063,0.0458304,-0.0571446
426,-0.2808,-0.04212,-0.03003,0.0455496,-0.0266004
427,-0.2935,-0.044025,-0.02667,0.0452561,-0.0254389
428,-0.2969,-0.044535,-0.00714,0.0449592,-0.0067158
429,-0.2939,-0.044085,0.0063,0.0446653,0.0068803
430,-0.2885,-0.043275,0.01134,0.0443768,0.0124418
431,-0.1939,-0.029085,0.19866,0.0441829,0.213758
432,-0.0601,-0.009015,0.28098,0.0441228,0.316088
433,0.0267,0.004005,0.18228,0.0441495,0.230435
434,0.1406,0.02109,0.23919,0.0442901,0.30457
435,0.2342,0.03513,0.19656,0.0445243,0.276214
436,0.2829,0.042435,0.10227,0.0448072,0.189512
437,0.3329,0.049935,0.105,0.0451401,0.200075
438,0.3517,0.052755,0.03948,0.0454918,0.137727
439,0.359,0.05385,0.01533,0.0458508,0.115031
440,0.3429,0.051435,-0.03381,0.0461937,0.0638187
441,0.3206,0.04809,-0.04683,0.0465143,0.0477743
442,0.3038,0.04557,-0.03528,0.0468181,0.0571081
443,0.3457,0.051855,0.08799,0.0471638,0.187009
444,0.4234,0.06351,0.16317,0.0475872,0.274267
445,0.4826,0.07239,0.12432,0.0480698,0.24478
446,0.5078,0.07617,0.05292,0.0485776,0.177668
447,0.5224,0.07836,0.03066,0.0491,0.15812
448,0.5179,0.077685,-0.00945,0.0496179,0.117853
449,0.4921,0.073815,-0.05418,0.05011,0.069745
450,0.4456,0.06684,-0.09765,0.0505556,0.0197456
451,0.405,0.06075,-0.08526,0.0509606,0.0264506
452,0.334,0.0501,-0.1491,0.0512946,-0.0477054
453,0.2811,0.042165,-0.11109,0.0515757,-0.0173493
454,0.1978,0.02967,-0.17493,0.0517735,-0.0934865
455,0.1114,0.01671,-0.18144,0.0518849,-0.112845
456,0.0541,0.008115,-0.12033,0.051939,-0.060276
457,-0.0267,-0.004005,-0.16968,0.0519123,-0.121773
458,-0.0554,-0.00831,-0.06027,0.0518569,-0.0167231
459,0.0102,0.00153,0.13776,0.0518671,0.191157
460,0.125,0.01875,0.24108,0.0519921,0.311822
461,0.1993,0.029895,0.15603,0.0521914,0.238116
462,0.2946,0.04419,0.20013,0.052486,0.296806
463,0.3466,0.05199,0.1092,0.0528326,0.214023
464,0.4037,0.060555,0.11991,0.0532363,0.233701
465,0.4364,0.06546,0.06867,0.0536727,0.187803
466,0.4446,0.06669,0.01722,0.0541173,0.138027
467,0.4369,0.065535,-0.01617,0.0545542,0.103919
468,0.4197,0.062955,-0.03612,0.0549739,0.0818089
469,0.3798,0.05697,-0.08379,0.0553537,0.0285337
470,0.3947,0.059205,0.03129,0.0557484,0.146243
471,0.4295,0.064425,0.07308,0.0561779,0.193683
472,0.4696,0.07044,0.08421,0.0566475,0.211298
473,0.4894,0.07341,0.04158,0.0571369,0.172127
474,0.49,0.0735,0.00126,0.0576269,0.132387
475,0.473,0.07095,-0.0357,0.0580999,0.0933499
476,0.4508,0.06762,-0.04662,0.0585507,0.0795507
477,0.4038,0.06057,-0.0987,0.0589545,0.0208245
478,0.3643,0.054645,-0.08295,0.0593188,0.0310138
479,0.2965,0.044475,-0.14238,0.0596153,-0.0382897
480,0.22,0.033,-0.16065,0.0598353,-0.0678147
481,0.1664,0.02496,-0.11256,0.0600017,-0.0275983
482,0.086,0.0129,-0.16884,0.0600877,-0.0958523
483,0.0059,0.000885,-0.16821,0.0600936,-0.107231
484,-0.0455,-0.006825,-0.10794,0.0600481,-0.0547169
485,-0.1163,-0.017445,-0.14868,0.0599318,-0.106193
486,-0.1595,-0.023925,-0.09072,0.0597723,-0.0548727
487,-0.2164,-0.03246,-0.11949,0.0595559,-0.0923941
488,-0.227,-0.03405,-0.02226,0.0593289,0.0030189
489,-0.0579,-0.008685,0.35511,0.059271,0.405696
490,0.1575,0.023625,0.45234,0.0594285,0.535394
491,0.2956,0.04434,0.29001,0.0597241,0.394074
492,0.4778,0.07167,0.38262,0.0602019,0.514492
493,0.5804,0.08706,0.21546,0.0607823,0.363302
494,0.6988,0.10482,0.24864,0.0614811,0.414941
495,0.7759,0.116385,0.16191,0.062257,0.340552
496,0.8038,0.12057,0.05859,0.0630608,0.242221
497,0.8109,0.121635,0.01491,0.0638717,0.200417
498,0.7948,0.11922,-0.03381,0.0646665,0.150077
499,0.7434,0.11151,-0.10794,0.0654099,0.0689799
500,0.6929,0.103935,-0.10605,0.0661028,0.0639878
501,0.6019,0.090285,-0.1911,0.0667047,-0.0341103
502,0.5629,0.084435,-0.0819,0.0672676,0.0698026
503,0.5461,0.081915,-0.03528,0.0678137,0.114449
504,0.5295,0.079425,-0.03486,0.0683432,0.112908
505,0.492,0.0738,-0.07875,0.0688352,0.0638852
506,0.4394,0.06591,-0.11046,0.0692746,0.0247246
507,0.3974,0.05961,-0.0882,0.069672,0.041082
508,0.3271,0.049065,-0.14763,0.0699991,-0.0285659
509,0.276,0.0414,-0.10731,0.0702751,0.0043651
510,0.1965,0.029475,-0.16695,0.0704716,-0.0670034
511,0.142,0.0213,-0.11445,0.0706136,-0.0225364
512,0.0648,0.00972,-0.16212,0.0706784,-0.0817216
513,0.0913,0.013695,0.05565,0.0707697,0.140115
514,0.2061,0.030915,0.24108,0.0709758,0.342971
515,0.292,0.0438,0.18039,0.0712678,0.295458
516,0.4034,0.06051,0.23394,0.0716712,0.366121
517,0.4637,0.069555,0.12663,0.0721349,0.26832
518,0.5289,0.079335,0.13692,0.0726638,0.288919
519,0.5561,0.083415,0.05712,0.0732199,0.213755
520,0.5725,0.085875,0.03444,0.0737924,0.194107
521,0.5681,0.085215,-0.00924,0.0743605,0.150336
522,0.5527,0.082905,-0.03234,0.0749132,0.125478
523,0.5109,0.076635,-0.08778,0.0754241,0.0642791
524,0.4717,0.070755,-0.08232,0.0758958,0.0643308
525,0.3999,0.059985,-0.15078,0.0762957,-0.0144993
526,0.3445,0.051675,-0.11634,0.0766402,0.0119752
527,0.2547,0.038205,-0.18858,0.0768949,-0.0734801
528,0.1912,0.02868,-0.13335,0.0770861,-0.0275839
529,0.0951,0.014265,-0.20181,0.0771812,-0.110364
